hotelName,stars,roomType,photoLink,seasons,extrabed,contractUntil
Bintang Kuta Hotel (Asing),4,Family Room,,"{'normal': 1700000, 'high': 2100000, 'peak': 6100000}",,
Bintang Kuta Hotel (Asing),4,Suite Room,,"{'normal': 2700000, 'high': 3300000, 'peak': 5700000}",,
Bintang Kuta Hotel (Domestic),4,Deluxe Room (FIT),,"{'normal': 800000, 'high': 1000000, 'peak': 3000000}",350.000 / 400.000 / 450.000 / 950.000 / 1.350.000,
Bintang Kuta Hotel (Domestic),4,Family Room,,"{'normal': 1500000, 'high': 1900000, 'peak': 5900000}",,
Bintang Kuta Hotel (Domestic),4,Suite Room,,"{'normal': 2400000, 'high': 3000000, 'peak': 5400000}",,
Nama  Hotel,Stars,Type Room,,"{'normal': 'Normal Season', 'high': 'High Season', 'peak': 'Batas Kontrak'}",,
Artotel Haniman Ubud,4,Studio 30,,"{'normal': 1600000, 'high': 1900000, 'peak': '31 March 2026'}",,
B Hotel,4,Deluxe Room,,"{'normal': 675000, 'high': 725000, 'peak': 1725000}",350000,31-Mar-26
B Hotel,4,Deluxe Balcony  ,,"{'normal': 775000, 'high': 825000, 'peak': 1825000}",,
B Hotel,4,Deluxe Garden ,,"{'normal': 875000, 'high': 925000, 'peak': 1925000}",,
B Hotel,4,Deluxe pool ,,"{'normal': 975000, 'high': 1025000, 'peak': 2025000}",,
B Hotel,4,Suite Room ,,"{'normal': 1525000, 'high': 1575000, 'peak': 2575000}",,
Best Western Premier Resort Ubud,4,Deluxe Room,,"{'normal': 958000, 'high': 1183000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Best Western Premier Resort Ubud,4,Deluxe Room With Green View ,,"{'normal': 1008000, 'high': 1233000, 'peak': nan}",,
Best Western Premier Resort Ubud,4,Deluxe Room with Pool View,,"{'normal': 1178000, 'high': 1403000, 'peak': nan}",,
Best Western Premier Resort Ubud,4,Deluxe Execuitive,,"{'normal': 1418000, 'high': 1643000, 'peak': nan}",,
New Sunari Lovina ,4,Superior Room,,"{'normal': 650000, 'high': 750000, 'peak': datetime.datetime(2026, 3, 1, 0, 0)}",,
New Sunari Lovina ,4,Deluxe Room,,"{'normal': 700000, 'high': 800000, 'peak': nan}",,
New Sunari Lovina ,4,Deluce Pool View,,"{'normal': 750000, 'high': 850000, 'peak': nan}",,
New Sunari Lovina ,4,Premier ,,"{'normal': 850000, 'high': 950000, 'peak': nan}",,
New Sunari Lovina ,4,One Bedroom Villa,,"{'normal': 1400000, 'high': 1500000, 'peak': nan}",,
Pramana Giri Kusuma Ubud,4,River Suite (6 Unit),,"{'normal': 2325000, 'high': 2325000, 'peak': 550000}",3/31/2026 0:00,
Pramana Giri Kusuma Ubud,4,One Bedroom Jungle Villa (4 Unit),,"{'normal': 3250000, 'high': 3250000, 'peak': nan}",,
Pramana Giri Kusuma Ubud,4,Two Bedroom Jungle Pool (1 Unit),,"{'normal': 5950000, 'high': 5950000, 'peak': nan}",,
Pramana Zahill Kintamani,4,Deluxe Garden View (6 Unit),,"{'normal': 935000, 'high': 1235000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Pramana Zahill Kintamani,4,Deluxe Room (12 Room),,"{'normal': 1050000, 'high': 1350000, 'peak': nan}",,
Pramana Zahill Kintamani,4,Suite Room (6 Unit),,"{'normal': 1200000, 'high': 1500000, 'peak': nan}",,
"KARDIA GILI TRAWANGAN RESORT 
A PRAMANA EXPERIENCE  ",4,SUITE GARDEN VIEW (16 units) ,,"{'normal': 1650000, 'high': 2850000, 'peak': '550,000 / 550,000 / 550,000/ 1,292,500'}",3/31/2026 0:00,
"KARDIA GILI TRAWANGAN RESORT 
A PRAMANA EXPERIENCE  ",4, SUITE OCEAN VIEW  (10 Units) ,,"{'normal': 1870000, 'high': 3070000, 'peak': nan}",,
"KARDIA GILI TRAWANGAN RESORT 
A PRAMANA EXPERIENCE  ",4, SUITE POOL ACCESS  (22 Units) ,,"{'normal': 2735000, 'high': 3935000, 'peak': nan}",,
"KARDIA GILI TRAWANGAN RESORT 
A PRAMANA EXPERIENCE  ",4,ONE BEDROOM POOL VILLA (2UNITS) ,,"{'normal': 3630000, 'high': 4830000, 'peak': nan}",,
Daun Bali Seminyak Hotel,4,Superior Room,,"{'normal': 695000, 'high': 1045000, 'peak': '31 March 2026'}",,
Daun Bali Seminyak Hotel,4,Superior Premium,,"{'normal': 750000, 'high': 1100000, 'peak': nan}",,
Daun Bali Seminyak Hotel,4,Deluxe Room,,"{'normal': 850000, 'high': 1200000, 'peak': nan}",,
Daun Bali Seminyak Hotel,4,Junior Suite Room,,"{'normal': 1200000, 'high': 1550000, 'peak': nan}",,
Daun Bali Seminyak Hotel,4,Suite Room ,,"{'normal': 1500000, 'high': 1850000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Grand Deluxe Room Garden View,,"{'normal': 1100000, 'high': 1350000, 'peak': '01 Apr - 30 Sep 2025'}",,
Semabu Hills Hotel Nusa Penida,4,Grand Deluxe Room Ocean View,,"{'normal': 1210000, 'high': 1460000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Suite Room with Ocean View,,"{'normal': 1430000, 'high': 1680000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Suite Room with Pool Access,,"{'normal': 1430000, 'high': 1680000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Two Bedroom Viila with Private Pool,,"{'normal': 3520000, 'high': 3770000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Grand Deluxe Room Garden View,,"{'normal': 1265000, 'high': 1515000, 'peak': '31 March 2026'}",,
Semabu Hills Hotel Nusa Penida,4,Grand Deluxe Room Ocean View,,"{'normal': 1391500, 'high': 1641500, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Suite Room with Ocean View,,"{'normal': 1518000, 'high': 1768000, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Suite Room with Pool Access,,"{'normal': 1644500, 'high': 1894500, 'peak': nan}",,
Semabu Hills Hotel Nusa Penida,4,Two Bedroom Viila with Private Pool,,"{'normal': 4427500, 'high': 4677500, 'peak': nan}",,
STAR Semabu Resort,4,Deluxe Bungalow,,"{'normal': 500000, 'high': 600000, 'peak': '01 Apr - 30 Sep 2025'}",,
STAR Semabu Resort,4,Deluxe Bungalow Room Ocean View,,"{'normal': 600000, 'high': 700000, 'peak': nan}",,
Swissbell Rainforest,4,Deluxe Room,,"{'normal': 560000, 'high': 760000, 'peak': '20 Dec 2025'}",,
Swissbell Rainforest,4,Grand Deluxe,,"{'normal': 660000, 'high': 860000, 'peak': nan}",,
Swissbell Rainforest,4,Junior Suite,,"{'normal': 950000, 'high': 1150000, 'peak': nan}",,
Swissbell Rainforest,4,Executive Suite,,"{'normal': 1100000, 'high': 1300000, 'peak': nan}",,
Wina Holiday Villa Kuta,4,Superior Pool View,,"{'normal': 600000, 'high': 800000, 'peak': 1850000}",275000,31-Mar-26
Wina Holiday Villa Kuta,4,Deluxe Pool View,,"{'normal': 700000, 'high': 900000, 'peak': 1950000}",,
Wina Holiday Villa Kuta,4,Deluxe Pool Terrace,,"{'normal': 850000, 'high': 1050000, 'peak': 2100000}",,
The One Legian,4,Superior,,"{'normal': 525000, 'high': 775000, 'peak': 1625000}",-,31-Mar-25
The One Legian,4,Deluxe,,"{'normal': 625000, 'high': 875000, 'peak': 1725000}",250000,
The One Legian,4,Deluxe Pool View,,"{'normal': 725000, 'high': 975000, 'peak': 1825000}",250000,
Solia Legian,4,Solia Deluxe,,"{'normal': 625000, 'high': 725000, 'peak': 250000}",30-Sep-25,
Solia Legian,4,Solia Premier,,"{'normal': 725000, 'high': 825000, 'peak': nan}",,
Solia Legian,4,Solia Suite,,"{'normal': 1150000, 'high': 1250000, 'peak': nan}",,
Solia Legian,4,Solia Deluxe,,"{'normal': 800000, 'high': 1000000, 'peak': 300000}",31-Mar-26,
Solia Legian,4,Solia Premier,,"{'normal': 900000, 'high': 1100000, 'peak': nan}",,
Solia Legian,4,Solia Suite,,"{'normal': 1400000, 'high': 1600000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Superior Room,,"{'normal': 600000, 'high': 750000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Superior Pool View,,"{'normal': 750000, 'high': 900000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Duplex Room,,"{'normal': 900000, 'high': 1050000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Junior Suite,,"{'normal': 1050000, 'high': 120000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Deluxe Pool,,"{'normal': 1125000, 'high': 1425000, 'peak': nan}",,
PAASHA ATELIER BALI KUTA,4,Deluxe Pool Suite,,"{'normal': 1350000, 'high': 1650000, 'peak': nan}",,
Wyndham Garden Kuta Beach Bali,4,Deluxe Room,,"{'normal': 850000, 'high': 1000000, 'peak': '20 Dec 2025'}",,
Wyndham Garden Kuta Beach Bali,4,Executive Suite,,"{'normal': 1280000, 'high': 1430000, 'peak': nan}",,
Beehouse Dijiwa Ubud,4,Suite,,"{'normal': 2200000, 'high': 2700000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
Beehouse Dijiwa Ubud,4,Duplex Suite,,"{'normal': 2750000, 'high': 3250000, 'peak': nan}",,
Beehouse Dijiwa Ubud,4,Suite,,"{'normal': 2350000, 'high': 2850000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
Beehouse Dijiwa Ubud,4,Duplex Suite,,"{'normal': 2950000, 'high': 3450000, 'peak': nan}",,
Nama Resort,Stars,Type Room,,"{'normal': 'Normal Season', 'high': 'High Season', 'peak': 'Batas Kontrak'}",,
The Artini Dijiwa Ubud,4,Premier Garden View,,"{'normal': 1100000, 'high': 1450000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
The Artini Dijiwa Ubud,4,Premier Rice Field,,"{'normal': 1250000, 'high': 1600000, 'peak': nan}",,
The Artini Dijiwa Ubud,4,Suite Room,,"{'normal': 1500000, 'high': 1850000, 'peak': nan}",,
The Artini Dijiwa Ubud,4,Premier Garden View,,"{'normal': 1200000, 'high': 1550000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
The Artini Dijiwa Ubud,4,Premier Rice Field,,"{'normal': 1350000, 'high': 1700000, 'peak': nan}",,
The Artini Dijiwa Ubud,4,Suite Room,,"{'normal': 1650000, 'high': 2000000, 'peak': nan}",,
Nama Villa,Stars,Type Room,,"{'normal': 'Normal Season', 'high': 'High Season', 'peak': 'Batas Kontrak'}",,
Korurua Dijiwa Ubud,4,Grand Deluxe,,"{'normal': 1250000, 'high': 350000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
Korurua Dijiwa Ubud,4,Tirta Suite ,,"{'normal': 1450000, 'high': 1600000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Koru Suite,,"{'normal': 1650000, 'high': 1800000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Wooden Suite,,"{'normal': 2000000, 'high': 2000000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Wooden Private Pool Villa,,"{'normal': 350000, 'high': 2350000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Grand Deluxe,,"{'normal': 1350000, 'high': 700000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
Korurua Dijiwa Ubud,4,Tirta Suite ,,"{'normal': 1550000, 'high': 1700000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Koru Suite,,"{'normal': 1750000, 'high': 1900000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Wooden Suite,,"{'normal': 2150000, 'high': 2100000, 'peak': nan}",,
Korurua Dijiwa Ubud,4,Wooden Private Pool Villa,,"{'normal': 3750000, 'high': 2500000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Grand Deluxe ,,"{'normal': 1100000, 'high': 1450000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Classic ,,"{'normal': 1450000, 'high': 1800000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Royal,,"{'normal': 1750000, 'high': 2100000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Family,,"{'normal': 2530000, 'high': 2880000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Grand Deluxe ,,"{'normal': 1150000, 'high': 1500000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Classic ,,"{'normal': 1550000, 'high': 1900000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Royal,,"{'normal': 1850000, 'high': 2200000, 'peak': nan}",,
Puri Saraswati Dijiwa Ubud,4,Saraswati Family,,"{'normal': 2650000, 'high': 3000000, 'peak': nan}",,
Blue Karma Village,4,Deluxe Joglo,,"{'normal': 2750000, 'high': 3250000, 'peak': '1 Apr 2025 – 31 Oct 2025 '}",,
Blue Karma Village,4,Suite Joglo,,"{'normal': 3250000, 'high': 3750000, 'peak': nan}",,
Blue Karma Village,4,Deluxe Joglo,,"{'normal': 2950000, 'high': 3450000, 'peak': '1 Nov 2025 – 31 Mar 2026'}",,
Blue Karma Village,4,Suite Joglo,,"{'normal': 3500000, 'high': 4000000, 'peak': nan}",,
Truntum Kuta,4,Deluxe Room,,"{'normal': 1350000, 'high': 1550000, 'peak': 600000}",31-Mar-26,
Truntum Kuta,4,Grand Deluxe Room,,"{'normal': 1450000, 'high': 1650000, 'peak': nan}",,
Truntum Kuta,4,Deluxe Sea View,,"{'normal': 1550000, 'high': 1750000, 'peak': nan}",,
Truntum Kuta,4,Deluxe Pool Side,,"{'normal': 1640000, 'high': 1840000, 'peak': nan}",,
Truntum Kuta,4,Grand Deluxe Pool Side,,"{'normal': 1850000, 'high': 2050000, 'peak': nan}",,
Truntum Kuta,4,Junior Suite,,"{'normal': 2150000, 'high': 2350000, 'peak': nan}",,
Truntum Kuta,4,Family Room,,"{'normal': 2350000, 'high': 2550000, 'peak': nan}",,
Truntum Kuta,4,Executive Suite,,"{'normal': 2850000, 'high': 3050000, 'peak': nan}",,
Truntum Kuta,4,Grand Suite,,"{'normal': 4350000, 'high': 4550000, 'peak': nan}",,
The Sankara Resort & Spa,4,Deluxe Room (16 Room),,"{'normal': 1860000, 'high': 2260000, 'peak': 450000}",3/31/2026 0:00,
The Sankara Resort & Spa,4,Deluxe Pool Villa (8 Room),,"{'normal': 3100000, 'high': 3500000, 'peak': nan}",,
The Hava Ubud,4,Deluxe Room ,,"{'normal': 1750000, 'high': 2200000, 'peak': 3850000}",550000,3/31/2026 0:00
The Hava Ubud,4,Hava Room ,,"{'normal': 1975000, 'high': 2425000, 'peak': 4075000}",,
The Hava Ubud,4,Suite Room ,,"{'normal': 2550000, 'high': 3000000, 'peak': 4650000}",,
The Hava Ubud,4,Suite Room with Pool ,,"{'normal': 3100000, 'high': 3550000, 'peak': 5200000}",,
KAWI RESORT A PRAMANA EXPERIENCE,4,Deluxe Valley View ,,"{'normal': 1325000, 'high': 1725000, 'peak': 2475000}",500000,3/31/2026 0:00
KAWI RESORT A PRAMANA EXPERIENCE,4,Suite Pool Access ,,"{'normal': 1650000, 'high': 2050000, 'peak': 2800000}",,
Thewakanda A Pramana Experience ,4,Junior Suite Room,,"{'normal': 1550000, 'high': 1950000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Thewakanda A Pramana Experience ,4,Premiere Suite Room,,"{'normal': 2140000, 'high': 2540000, 'peak': nan}",,
Thewakanda A Pramana Experience ,4,Royal Wakanda room,,"{'normal': 3980000, 'high': 4380000, 'peak': nan}",,
Thewakanda A Pramana Experience ,4,One Bedroom Pool Villa ,,"{'normal': 4300000, 'high': 4700000, 'peak': nan}",,
KUWARASAN A PRAMANA EXPERIENCE ,4,Suite Pool View,,"{'normal': 2100000, 'high': 2600000, 'peak': 6000000}",650000,3/31/2026 0:00
KUWARASAN A PRAMANA EXPERIENCE ,4,Suite Paddies View ,,"{'normal': 2500000, 'high': 3000000, 'peak': 6400000}",,
KUWARASAN A PRAMANA EXPERIENCE ,4,One Bedroom Pool Villa,,"{'normal': 4000000, 'high': 4500000, 'peak': 7900000}",,
KUWARASAN A PRAMANA EXPERIENCE ,4,Presidential Suite ,,"{'normal': 9000000, 'high': 9500000, 'peak': 12900000}",,
"SWAN PARADISE  
A PRAMANA EXPERIENCE ",4,Superior – (12 units)  ,,"{'normal': 1245000, 'high': 1645000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
"SWAN PARADISE  
A PRAMANA EXPERIENCE ",4,Deluxe -  ( 14 Units) ,,"{'normal': 1545000, 'high': 1945000, 'peak': nan}",,
Sovereign Bali Hotel,4,Deluxe Room,,"{'normal': 550000, 'high': 750000, 'peak': 'Maret – Mei 2025'}",,
Sovereign Bali Hotel,4,Premier Room,,"{'normal': 700000, 'high': 900000, 'peak': nan}",,
Sovereign Bali Hotel,4,Club Premier Room,,"{'normal': 825000, 'high': 1025000, 'peak': nan}",,
Sovereign Bali Hotel,4,Junior Suite,,"{'normal': 1250000, 'high': 1450000, 'peak': nan}",,
Sovereign Bali Hotel,4,Executive Suite,,"{'normal': 1500000, 'high': 1700000, 'peak': nan}",,
Crystal Kuta Hotel,4,Deluxe Room (ada connecting) 22 sqm,,"{'normal': 475000, 'high': 725000, 'peak': 250000}",30-Jun-25,
Crystal Kuta Hotel,4,Super Deluxe Room 22 sqm,,"{'normal': 600000, 'high': 850000, 'peak': nan}",,
Crystal Kuta Hotel,4,Junior Suite 44 sqm,,"{'normal': 900000, 'high': 1400000, 'peak': nan}",,
Crystal Kuta Hotel,4,Suite 32 sqm,,"{'normal': 1100000, 'high': 1600000, 'peak': nan}",,
Unagi Wooden Villas by Emana,4,Deluxe Wooden Room ,,"{'normal': 945000, 'high': 1245000, 'peak': '30 June 2025'}",,
Unagi Wooden Villas by Emana,4,Suite Jungle View ,,"{'normal': 1230000, 'high': 1530000, 'peak': nan}",,
Unagi Wooden Villas by Emana,4,Emana Wooden Villas ,,"{'normal': 1650000, 'high': 2150000, 'peak': nan}",,
Best Western Resort Kuta,4,Superior Room,,"{'normal': 500000, 'high': 'untuk juli agutus bisa pakai harga campaign tanpa hss ', 'peak': 'Campaign until June 2025'}",,
Best Western Resort Kuta,4,Deluxe Garden View  Room,,"{'normal': 600000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Deluxe Pool View Room,,"{'normal': 700000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Deluxe Pool Access,,"{'normal': 850000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Junior Suite Room,,"{'normal': 1150000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Superior Room,,"{'normal': 600000, 'high': 'HSS JULI-AGUSTUS WAIVE', 'peak': '31 March 2026'}",,
Best Western Resort Kuta,4,Deluxe Garden View  Room,,"{'normal': 700000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Deluxe Pool View Room,,"{'normal': 800000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Deluxe Pool Access,,"{'normal': 950000, 'high': nan, 'peak': nan}",,
Best Western Resort Kuta,4,Junior Suite Room,,"{'normal': 1250000, 'high': nan, 'peak': nan}",,
Best Western Kuta Villa,4,Superior (Lt.2),,"{'normal': 475000, 'high': 725000, 'peak': 'Campaign until 20 December 2025'}",,
Best Western Kuta Villa,4,Deluxe Room,,"{'normal': 500000, 'high': 750000, 'peak': nan}",,
Best Western Kuta Villa,4,Superior Premier (Lt.2),,"{'normal': 550000, 'high': 800000, 'peak': nan}",,
Best Western Kuta Villa,4,Deluxe Plunge Pool ,,"{'normal': 650000, 'high': 900000, 'peak': nan}",,
Best Western Kuta Villa,4,Semi Villa Plunge Pool,,"{'normal': 750000, 'high': 1000000, 'peak': nan}",,
Ramada Encore Seminyak,4,Superior Room,,"{'normal': 625000, 'high': 975000, 'peak': '31 Des 2025                (Except India)'}",,
Ramada Encore Seminyak,4,Deluxe Room,,"{'normal': 675000, 'high': 1025000, 'peak': nan}",,
Ramada Encore Seminyak,4,Premier Pool View,,"{'normal': 850000, 'high': 1200000, 'peak': nan}",,
TAPA TEPI KALI ECHO BEACH CANGGU  ,4,Deluxe Pool View (12) ,,"{'normal': 1250000, 'high': 1250000, 'peak': 400000}",3/31/2026 0:00,
TAPA TEPI KALI ECHO BEACH CANGGU  ,4,Deluxe Pool Access  (6) ,,"{'normal': 1370000, 'high': 1370000, 'peak': nan}",,
TAPA TEPI KALI ECHO BEACH CANGGU  ,4,Deluxe Riverside Garden (1) ,,"{'normal': 1575000, 'high': 1575000, 'peak': nan}",,
Aston Sunset Beach Gili Trawangan,4,Deluxe Garden View,,"{'normal': 830420, 'high': 1280420, 'peak': '30 June 2025'}",,
Aston Sunset Beach Gili Trawangan,4,Deluxe Pool View,,"{'normal': 953700, 'high': 1403700, 'peak': nan}",,
Aston Sunset Beach Gili Trawangan,4,One Bedroom Villa,,"{'normal': 1634420, 'high': 2084420, 'peak': nan}",,
Lovina Haven Boutique Resort ,4,Deluxe Garden View,,"{'normal': 750000, 'high': 'JULY AGUSTUS HSS WAIVE', 'peak': 'BOOKING PERIOD / WINDOW : Immediately – August 30 ‘ 2025 , TRAVELLING PERIOD :  Immediately  - December 22 ‘ 2025 '}",,
Lovina Haven Boutique Resort ,4,Deluxe Garden Access,,"{'normal': 800000, 'high': nan, 'peak': nan}",,
Lovina Haven Boutique Resort ,4,Junior Suite Garden Access Villa,,"{'normal': 1750000, 'high': nan, 'peak': nan}",,
Lovina Haven Boutique Resort ,4, Executive Suite Beach Access Villa,,"{'normal': 2250000, 'high': nan, 'peak': nan}",,
NIRWANA BEACH RESORT CANDIDASA,4,Premier Garden Room,,"{'normal': 1175000, 'high': 1425000, 'peak': '31 March 2026'}",,
NIRWANA BEACH RESORT CANDIDASA,4,Grand Premier Garden View,,"{'normal': 1375000, 'high': 1625000, 'peak': nan}",,
NIRWANA BEACH RESORT CANDIDASA,4,Grand Premier Ocean View,,"{'normal': 1600000, 'high': 1850000, 'peak': nan}",,
NIRWANA BEACH RESORT CANDIDASA,4,One Bedroom Premier Private Pool Villa,,"{'normal': 2650000, 'high': 2900000, 'peak': nan}",,
LOVINA BEACH CLUB & RESORT,4,Deluxe Garden Room,,"{'normal': 900000, 'high': 1150000, 'peak': '31 March 2026'}",,
LOVINA BEACH CLUB & RESORT,4,Premier Room,,"{'normal': 1080000, 'high': 1350000, 'peak': nan}",,
LOVINA BEACH CLUB & RESORT,4,Grand Premier Room,,"{'normal': 1260000, 'high': 1500000, 'peak': nan}",,
LOVINA BEACH CLUB & RESORT,4,Deluxe Ocean Room,,"{'normal': 1620000, 'high': 1800000, 'peak': nan}",,
Tri Dewi Residence Ubud,4,Standard Room,,"{'normal': 821000, 'high': 821000, 'peak': nan}",,
Tri Dewi Residence Ubud,4,Suite Pool View,,"{'normal': 880000, 'high': 880000, 'peak': nan}",,
Tri Dewi Residence Ubud,4,Suite Jungle View,,"{'normal': 949000, 'high': 949000, 'peak': nan}",,
Kailash Suites Ubud,4,Suite Garden View,,"{'normal': 942000, 'high': 942000, 'peak': nan}",,
Kailash Suites Ubud,4,Suite Pool Acces,,"{'normal': 975000, 'high': 975000, 'peak': nan}",,
Kailash Suites Ubud,4,Suite Balcony,,"{'normal': 1028000, 'high': 1028000, 'peak': nan}",,
Manah Shanti suite Ubud,4,Bungalow,,"{'normal': 1105000, 'high': 1105000, 'peak': nan}",,
Manah Shanti suite Ubud,4,Suite Room,,"{'normal': 1220000, 'high': 1220000, 'peak': nan}",,
Tebesaya Cottage Ubud,4,Deluxe Room,,"{'normal': 965000, 'high': 965000, 'peak': nan}",,
Tebesaya Cottage Ubud,4,Super Deluxe,,"{'normal': 1155000, 'high': 1155000, 'peak': nan}",,
Kesari Glory Hotel Nusa Penida,4,Standard Room,,"{'normal': 560000, 'high': 560000, 'peak': nan}",,
Kesari Glory Hotel Nusa Penida,4,Superior Room,,"{'normal': 610000, 'high': 610000, 'peak': nan}",,
Kesari Glory Hotel Nusa Penida,4,Deluxe Room,,"{'normal': 680000, 'high': 680000, 'peak': nan}",,
Four Star by Trans Hotel,4,Superior Room,,"{'normal': 750000, 'high': 850000, 'peak': nan}",,
Four Star by Trans Hotel,4,Deluxe Room,,"{'normal': 850000, 'high': 950000, 'peak': nan}",,
Four Star by Trans Hotel,4,Junior Suite,,"{'normal': 1350000, 'high': 1450000, 'peak': nan}",,
Four Star by Trans Hotel,4,Suite,,"{'normal': 1650000, 'high': 1750000, 'peak': nan}",,
Wyndham Jivva Klungkung,5,Superior Room,,"{'normal': 1000000, 'high': 1250000, 'peak': datetime.datetime(2026, 3, 31, 0, 0)}",,
Wyndham Jivva Klungkung,5,Deluxe Room,,"{'normal': 1375000, 'high': 1625000, 'peak': nan}",,
Wyndham Jivva Klungkung,5,Studio Suite Garden View,,"{'normal': 1650000, 'high': 1900000, 'peak': nan}",,
Wyndham Jivva Klungkung,5,Studio Suite Ocean View,,"{'normal': 2050000, 'high': 2300000, 'peak': nan}",,
Ramayana Suite & Resort,5,Grand Deluxe,,"{'normal': 1150000, 'high': 1400000, 'peak': '30 Sept 2025'}",,
Ramayana Suite & Resort,5,Premier,,"{'normal': 1350000, 'high': 1600000, 'peak': nan}",,
Ramayana Suite & Resort,5,Junior Suite,,"{'normal': 1500000, 'high': 1750000, 'peak': nan}",,
Ramayana Suite & Resort,5,Resort Room,,"{'normal': 1900000, 'high': 2150000, 'peak': nan}",,
Ramayana Suite & Resort,5,Lumbung Suite,,"{'normal': 2350000, 'high': 2600000, 'peak': nan}",,
Ramayana Suite & Resort,5,One Bedroom Suite,,"{'normal': 2500000, 'high': 2750000, 'peak': nan}",,
Ramayana Suite & Resort,5,Sita Suite,,"{'normal': 4150000, 'high': 4400000, 'peak': nan}",,
Ramayana Suite & Resort,5,Family Room,,"{'normal': 2200000, 'high': 2450000, 'peak': nan}",,
Ramayana Suite & Resort,5,Family Deluxe Inter Connecting,,"{'normal': 2450000, 'high': 2700000, 'peak': nan}",,
Ramayana Suite & Resort,5,Family suite ( One Bedroom),,"{'normal': 2800000, 'high': 3050000, 'peak': nan}",,
Ramayana Suite & Resort,5,Family Suite (Interconnecting),,"{'normal': 3500000, 'high': 3750000, 'peak': nan}",,
Ramayana Suite & Resort,5,Two Bedroom Suite,,"{'normal': 3800000, 'high': 4050000, 'peak': nan}",,
Bali Bintang Resort,5,Deluxe Room (D/T),,"{'normal': 1300000, 'high': 1500000, 'peak': nan}",,
Bali Bintang Resort,5,Romantic Room (D/T) 1 king isi kelambu,,"{'normal': 1300000, 'high': 1500000, 'peak': nan}",,
Bali Bintang Resort,5,Family Room (D&T) 1 king 2 single,,"{'normal': 1700000, 'high': 1900000, 'peak': nan}",,
Bali Bintang Resort,5,Deluxe Suite Room ( 1 king tp ada living room bisa tambah 2 eb),,"{'normal': 2200000, 'high': 2400000, 'peak': nan}",,
Bali Bintang Resort,5,Baan Lanna Residence (2 BR),,"{'normal': 4500000, 'high': 4700000, 'peak': nan}",,
Bali Bintang Resort,5,Batik Residence (2 BR),,"{'normal': 4500000, 'high': 4700000, 'peak': nan}",,
Bali Bintang Resort,5,Bintang Bali Suite (4BR),,"{'normal': 8500000, 'high': 8700000, 'peak': nan}",,
Bali Bintang Resort,5,Bintang Bali Villa (1BR),,"{'normal': 3500000, 'high': 3700000, 'peak': nan}",,
Bali Bintang Resort,5,Bintang Bali Villa (2BR),,"{'normal': 6500000, 'high': 6700000, 'peak': nan}",,
